#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-26T12:26:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d3af12bb6e6	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/459/3939&tab:{J/MNRAS/459/3939/tabled1}&key:source=J/MNRAS/459/3939/tabled1&HTTPPRM:&
#-source=J/MNRAS/459/3939/tabled1
#-order=I
#-out=Name
#-out=Date
#-out=JD
#-out=l_mag
#-out=mag
#-out=e_mag
#-out=Filter
#-out=Tel
#

#RESOURCE=yCat_74593939
#Name: J/MNRAS/459/3939
#Title: Type II supernova light curves (Valenti+, 2016)
#Table	J_MNRAS_459_3939_tabled1:
#Name: J/MNRAS/459/3939/tabled1
#Title: Photometric Data for 12 SNe
#Column	Name	(A11)	SN name	[ucd=meta.id;meta.main]
#Column	Date	(A10)	Observation date	[ucd=time.epoch;obs]
#Column	JD	(F11.3)	Julian date	[ucd=time.epoch]
#Column	l_mag	(A1)	Limit flag on mag	[ucd=meta.code.error]
#Column	mag	(F6.3)	Magnitude in Filter (1)	[ucd=phot.mag]
#Column	e_mag	(F6.3)	? rms uncertainty on mag	[ucd=stat.error;phot.mag]
#Column	Filter	(A3)	Filter (2)	[ucd=meta.id;instr.filter]
#Column	Tel	(a9)	Telescope (3)	[ucd=meta.id;instr.tel]
Name	Date	JD	l_mag	mag	e_mag	Filter	Tel
SN 2013ai  	2013-03-14	2456365.610	 	17.558	 0.015	g  	1m0-09
SN 2013ai  	2013-03-15	2456366.609	 	17.711	 0.017	g  	1m0-09
SN 2013ai  	2013-03-15	2456366.610	 	17.572	 0.013	g  	1m0-09
SN 2013ai  	2013-03-16	2456367.609	 	17.591	 0.013	g  	1m0-09
SN 2013ai  	2013-03-16	2456367.610	 	17.636	 0.016	g  	1m0-09
SN 2013ai  	2013-03-17	2456368.609	 	17.671	 0.010	g  	1m0-09
SN 2013ai  	2013-03-17	2456368.610	 	17.651	 0.009	g  	1m0-09
SN 2013ai  	2013-03-18	2456369.609	 	17.639	 0.012	g  	1m0-09
SN 2013ai  	2013-03-18	2456369.611	 	17.621	 0.014	g  	1m0-09
SN 2013ai  	2013-03-19	2456370.609	 	17.664	 0.014	g  	1m0-09
SN 2013ai  	2013-03-19	2456370.611	 	17.678	 0.014	g  	1m0-09
SN 2013ai  	2013-03-24	2456375.579	 	17.875	 0.016	g  	1m0-09
SN 2013ai  	2013-03-24	2456375.581	 	17.784	 0.017	g  	1m0-09
SN 2013ai  	2013-03-26	2456377.581	 	17.956	 0.031	g  	1m0-09
SN 2013ai  	2013-03-27	2456378.581	 	17.952	 0.030	g  	1m0-09
SN 2013ai  	2013-03-28	2456380.266	 	18.019	 0.015	g  	1m0-12
SN 2013ai  	2013-03-28	2456380.268	 	18.014	 0.015	g  	1m0-12
SN 2013ai  	2013-03-29	2456380.572	 	17.995	 0.019	g  	1m0-09
SN 2013ai  	2013-03-29	2456380.574	 	17.994	 0.015	g  	1m0-09
SN 2013ai  	2013-04-03	2456385.507	 	18.224	 0.017	g  	1m0-09
SN 2013ai  	2013-04-03	2456385.508	 	18.162	 0.015	g  	1m0-09
SN 2013ai  	2013-04-04	2456387.236	 	18.291	 0.024	g  	1m0-13
SN 2013ai  	2013-04-04	2456387.237	 	18.272	 0.020	g  	1m0-13
SN 2013ai  	2013-04-05	2456387.507	 	18.262	 0.018	g  	1m0-09
SN 2013ai  	2013-04-05	2456387.509	 	18.257	 0.017	g  	1m0-09
SN 2013ai  	2013-04-05	2456388.236	 	18.255	 0.016	g  	1m0-13
SN 2013ai  	2013-04-05	2456388.237	 	18.345	 0.020	g  	1m0-13
SN 2013ai  	2013-04-06	2456388.507	 	18.340	 0.017	g  	1m0-09
SN 2013ai  	2013-04-06	2456388.509	 	18.312	 0.021	g  	1m0-09
SN 2013ai  	2013-04-06	2456389.236	 	18.336	 0.018	g  	1m0-13
SN 2013ai  	2013-04-06	2456389.238	 	18.382	 0.018	g  	1m0-13
SN 2013ai  	2013-04-11	2456393.506	 	18.469	 0.021	g  	1m0-09
SN 2013ai  	2013-04-11	2456393.508	 	18.437	 0.025	g  	1m0-09
SN 2013ai  	2013-04-11	2456394.217	 	18.532	 0.029	g  	1m0-13
SN 2013ai  	2013-04-12	2456394.510	 	18.543	 0.027	g  	1m0-09
SN 2013ai  	2013-04-12	2456394.512	 	18.472	 0.028	g  	1m0-09
SN 2013ai  	2013-04-13	2456395.506	 	18.406	 0.030	g  	1m0-09
SN 2013ai  	2013-04-13	2456395.508	 	18.483	 0.024	g  	1m0-09
SN 2013ai  	2013-04-15	2456397.507	 	18.520	 0.022	g  	1m0-09
SN 2013ai  	2013-04-15	2456397.508	 	18.564	 0.024	g  	1m0-09
SN 2013ai  	2013-04-15	2456398.218	 	18.465	 0.037	g  	1m0-13
SN 2013ai  	2013-04-18	2456400.515	 	18.634	 0.043	g  	1m0-09
SN 2013ai  	2013-04-18	2456400.519	 	18.610	 0.027	g  	1m0-09
SN 2013ai  	2013-04-20	2456402.514	 	18.784	 0.032	g  	1m0-09
SN 2013ai  	2013-04-20	2456402.519	 	18.715	 0.022	g  	1m0-09
SN 2013ai  	2013-04-22	2456404.515	 	18.766	 0.033	g  	1m0-09
SN 2013ai  	2013-04-22	2456404.520	 	18.817	 0.032	g  	1m0-09
SN 2013ai  	2013-04-23	2456405.514	 	18.739	 0.025	g  	1m0-09
SN 2013ai  	2013-04-23	2456405.519	 	18.681	 0.032	g  	1m0-09
SN 2013ai  	2013-04-24	2456407.483	 	18.956	 0.048	g  	1m0-05
SN 2013ai  	2013-04-24	2456407.486	 	18.919	 0.031	g  	1m0-05
SN 2013ai  	2013-04-26	2456409.482	 	18.965	 0.030	g  	1m0-09
SN 2013ai  	2013-04-28	2456411.483	 	18.981	 0.036	g  	1m0-09
SN 2013ai  	2013-04-28	2456411.486	 	18.970	 0.041	g  	1m0-09
SN 2013ai  	2013-04-29	2456412.484	 	18.999	 0.028	g  	1m0-09
SN 2013ai  	2013-04-29	2456412.487	 	18.988	 0.032	g  	1m0-09
SN 2013ai  	2013-05-03	2456416.474	 	19.149	 0.039	g  	1m0-05
SN 2013ai  	2013-05-03	2456416.479	 	19.165	 0.038	g  	1m0-05
SN 2013ai  	2013-05-08	2456421.453	 	19.406	 0.100	g  	1m0-09
SN 2013ai  	2013-05-09	2456422.477	 	19.320	 0.043	g  	1m0-05
SN 2013ai  	2013-05-09	2456422.480	 	19.467	 0.070	g  	1m0-05
SN 2013ai  	2013-05-10	2456423.451	 	19.287	 0.051	g  	1m0-09
SN 2013ai  	2013-05-10	2456423.454	 	19.220	 0.057	g  	1m0-09
SN 2013ai  	2013-05-14	2456427.449	 	19.128	 0.065	g  	1m0-09
SN 2013ai  	2013-05-14	2456427.452	 	19.335	 0.080	g  	1m0-09
SN 2013ai  	2013-03-05	2456356.572	 	16.932	 0.015	i  	1m0-04
SN 2013ai  	2013-03-06	2456357.572	 	16.805	 0.009	i  	1m0-04
SN 2013ai  	2013-03-14	2456365.613	 	16.585	 0.010	i  	1m0-09
SN 2013ai  	2013-03-15	2456366.613	 	16.615	 0.009	i  	1m0-09
SN 2013ai  	2013-03-16	2456367.614	 	16.599	 0.011	i  	1m0-09
SN 2013ai  	2013-03-29	2456380.578	 	16.603	 0.009	i  	1m0-09
SN 2013ai  	2013-03-29	2456380.579	 	16.627	 0.011	i  	1m0-09
SN 2013ai  	2013-04-03	2456385.513	 	16.788	 0.013	i  	1m0-09
SN 2013ai  	2013-04-04	2456387.241	 	16.719	 0.008	i  	1m0-13
SN 2013ai  	2013-04-05	2456388.242	 	16.726	 0.010	i  	1m0-13
SN 2013ai  	2013-04-11	2456393.513	 	16.800	 0.012	i  	1m0-09
SN 2013ai  	2013-04-11	2456394.221	 	16.785	 0.014	i  	1m0-13
SN 2013ai  	2013-04-11	2456394.222	 	16.781	 0.013	i  	1m0-13
SN 2013ai  	2013-04-12	2456394.516	 	16.798	 0.012	i  	1m0-09
SN 2013ai  	2013-04-13	2456395.512	 	16.823	 0.013	i  	1m0-09
SN 2013ai  	2013-04-13	2456395.513	 	16.793	 0.011	i  	1m0-09
SN 2013ai  	2013-04-15	2456397.513	 	16.723	 0.014	i  	1m0-09
SN 2013ai  	2013-04-15	2456397.514	 	16.819	 0.012	i  	1m0-09
SN 2013ai  	2013-04-15	2456398.223	 	16.765	 0.015	i  	1m0-13
SN 2013ai  	2013-04-15	2456398.225	 	16.847	 0.009	i  	1m0-13
SN 2013ai  	2013-04-18	2456400.529	 	16.826	 0.011	i  	1m0-09
SN 2013ai  	2013-04-18	2456400.532	 	16.900	 0.012	i  	1m0-09
SN 2013ai  	2013-04-20	2456402.528	 	16.901	 0.014	i  	1m0-09
SN 2013ai  	2013-04-20	2456402.531	 	16.925	 0.010	i  	1m0-09
SN 2013ai  	2013-04-22	2456404.530	 	16.910	 0.014	i  	1m0-09
SN 2013ai  	2013-04-22	2456404.532	 	16.936	 0.012	i  	1m0-09
SN 2013ai  	2013-04-23	2456405.528	 	16.915	 0.012	i  	1m0-09
SN 2013ai  	2013-04-23	2456405.531	 	17.025	 0.018	i  	1m0-09
SN 2013ai  	2013-04-24	2456407.493	 	16.997	 0.016	i  	1m0-05
SN 2013ai  	2013-04-24	2456407.494	 	17.026	 0.012	i  	1m0-05
SN 2013ai  	2013-04-27	2456410.493	 	16.964	 0.021	i  	1m0-09
SN 2013ai  	2013-04-27	2456410.495	 	16.990	 0.020	i  	1m0-09
SN 2013ai  	2013-04-28	2456411.494	 	17.029	 0.013	i  	1m0-09
SN 2013ai  	2013-04-28	2456411.496	 	17.045	 0.019	i  	1m0-09
SN 2013ai  	2013-04-29	2456412.494	 	17.049	 0.013	i  	1m0-09
SN 2013ai  	2013-04-29	2456412.497	 	17.066	 0.016	i  	1m0-09
SN 2013ai  	2013-05-03	2456416.488	 	17.131	 0.014	i  	1m0-05
SN 2013ai  	2013-05-03	2456416.490	 	17.134	 0.012	i  	1m0-05
SN 2013ai  	2013-05-04	2456417.459	 	17.092	 0.014	i  	1m0-09
SN 2013ai  	2013-05-04	2456417.461	 	17.115	 0.021	i  	1m0-09
SN 2013ai  	2013-05-06	2456419.458	 	17.174	 0.021	i  	1m0-09
SN 2013ai  	2013-05-06	2456419.460	 	17.167	 0.013	i  	1m0-09
SN 2013ai  	2013-05-07	2456420.461	 	17.192	 0.014	i  	1m0-09
SN 2013ai  	2013-05-07	2456420.462	 	17.189	 0.018	i  	1m0-09
SN 2013ai  	2013-05-08	2456421.459	 	17.213	 0.024	i  	1m0-09
SN 2013ai  	2013-05-08	2456421.461	 	17.283	 0.018	i  	1m0-09
SN 2013ai  	2013-05-09	2456422.487	 	17.244	 0.017	i  	1m0-05
SN 2013ai  	2013-05-09	2456422.488	 	17.271	 0.023	i  	1m0-05
SN 2013ai  	2013-05-10	2456423.461	 	17.242	 0.017	i  	1m0-09
SN 2013ai  	2013-05-10	2456423.463	 	17.170	 0.015	i  	1m0-09
SN 2013ai  	2013-05-14	2456427.459	 	17.294	 0.015	i  	1m0-09
SN 2013ai  	2013-02-06	2456330.000	<	19.000	      	r  	Atel/CBAT
SN 2013ai  	2013-02-26	2456350.000	 	18.300	 0.000	r  	Atel/CBAT
SN 2013ai  	2013-03-01	2456352.567	 	17.600	 0.000	r  	Atel/CBAT
SN 2013ai  	2013-03-05	2456356.569	 	17.156	 0.019	r  	1m0-04
SN 2013ai  	2013-03-05	2456356.570	 	17.186	 0.018	r  	1m0-04
SN 2013ai  	2013-03-06	2456357.569	 	17.089	 0.016	r  	1m0-04
SN 2013ai  	2013-03-06	2456357.570	 	17.106	 0.020	r  	1m0-04
SN 2013ai  	2013-03-14	2456365.611	 	16.862	 0.010	r  	1m0-09
SN 2013ai  	2013-03-14	2456365.612	 	16.905	 0.012	r  	1m0-09
SN 2013ai  	2013-03-15	2456366.611	 	16.816	 0.016	r  	1m0-09
SN 2013ai  	2013-03-15	2456366.612	 	16.871	 0.021	r  	1m0-09
SN 2013ai  	2013-03-16	2456367.611	 	16.855	 0.039	r  	1m0-09
SN 2013ai  	2013-03-16	2456367.612	 	16.857	 0.036	r  	1m0-09
SN 2013ai  	2013-03-17	2456368.612	 	16.875	 0.013	r  	1m0-09
SN 2013ai  	2013-03-17	2456368.613	 	16.854	 0.013	r  	1m0-09
SN 2013ai  	2013-03-18	2456369.612	 	16.898	 0.011	r  	1m0-09
SN 2013ai  	2013-03-18	2456369.613	 	16.895	 0.010	r  	1m0-09
SN 2013ai  	2013-03-19	2456370.613	 	16.881	 0.015	r  	1m0-09
SN 2013ai  	2013-03-24	2456375.582	 	16.916	 0.012	r  	1m0-09
SN 2013ai  	2013-03-28	2456380.270	 	16.930	 0.017	r  	1m0-12
SN 2013ai  	2013-03-29	2456380.575	 	16.953	 0.012	r  	1m0-09
SN 2013ai  	2013-03-29	2456380.576	 	16.936	 0.024	r  	1m0-09
SN 2013ai  	2013-04-03	2456385.510	 	17.018	 0.013	r  	1m0-09
SN 2013ai  	2013-04-03	2456385.511	 	17.023	 0.011	r  	1m0-09
SN 2013ai  	2013-04-04	2456387.239	 	17.105	 0.014	r  	1m0-13
SN 2013ai  	2013-04-04	2456387.240	 	17.084	 0.014	r  	1m0-13
SN 2013ai  	2013-04-05	2456387.511	 	17.093	 0.015	r  	1m0-09
SN 2013ai  	2013-04-05	2456388.239	 	17.096	 0.017	r  	1m0-13
SN 2013ai  	2013-04-05	2456388.240	 	17.081	 0.013	r  	1m0-13
SN 2013ai  	2013-04-06	2456388.511	 	17.087	 0.020	r  	1m0-09
SN 2013ai  	2013-04-06	2456388.512	 	17.106	 0.013	r  	1m0-09
SN 2013ai  	2013-04-06	2456389.240	 	17.149	 0.015	r  	1m0-13
SN 2013ai  	2013-04-06	2456389.241	 	17.146	 0.015	r  	1m0-13
SN 2013ai  	2013-04-11	2456393.509	 	17.192	 0.025	r  	1m0-09
SN 2013ai  	2013-04-11	2456393.511	 	17.140	 0.024	r  	1m0-09
SN 2013ai  	2013-04-11	2456394.219	 	17.225	 0.027	r  	1m0-13
SN 2013ai  	2013-04-12	2456394.514	 	17.169	 0.034	r  	1m0-09
SN 2013ai  	2013-04-12	2456394.515	 	17.132	 0.037	r  	1m0-09
SN 2013ai  	2013-04-13	2456395.511	 	17.193	 0.033	r  	1m0-09
SN 2013ai  	2013-04-15	2456397.510	 	17.206	 0.014	r  	1m0-09
SN 2013ai  	2013-04-15	2456397.512	 	17.222	 0.016	r  	1m0-09
SN 2013ai  	2013-04-15	2456398.222	 	17.196	 0.029	r  	1m0-13
SN 2013ai  	2013-04-18	2456400.524	 	17.262	 0.012	r  	1m0-09
SN 2013ai  	2013-04-18	2456400.527	 	17.275	 0.014	r  	1m0-09
SN 2013ai  	2013-04-20	2456402.523	 	17.306	 0.015	r  	1m0-09
SN 2013ai  	2013-04-20	2456402.526	 	17.286	 0.013	r  	1m0-09
SN 2013ai  	2013-04-22	2456404.524	 	17.337	 0.017	r  	1m0-09
SN 2013ai  	2013-04-22	2456404.527	 	17.349	 0.029	r  	1m0-09
SN 2013ai  	2013-04-23	2456405.523	 	17.346	 0.017	r  	1m0-09
SN 2013ai  	2013-04-23	2456405.526	 	17.324	 0.013	r  	1m0-09
SN 2013ai  	2013-04-24	2456407.489	 	17.421	 0.031	r  	1m0-05
SN 2013ai  	2013-04-24	2456407.491	 	17.402	 0.024	r  	1m0-05
SN 2013ai  	2013-04-28	2456411.490	 	17.452	 0.029	r  	1m0-09
SN 2013ai  	2013-04-28	2456411.492	 	17.409	 0.026	r  	1m0-09
SN 2013ai  	2013-04-29	2456412.490	 	17.423	 0.018	r  	1m0-09
SN 2013ai  	2013-04-29	2456412.492	 	17.417	 0.028	r  	1m0-09
SN 2013ai  	2013-05-03	2456416.483	 	17.536	 0.025	r  	1m0-05
SN 2013ai  	2013-05-04	2456417.456	 	17.586	 0.053	r  	1m0-09
SN 2013ai  	2013-05-04	2456417.457	 	17.609	 0.039	r  	1m0-09
SN 2013ai  	2013-05-06	2456419.455	 	17.567	 0.025	r  	1m0-09
SN 2013ai  	2013-05-06	2456419.457	 	17.563	 0.020	r  	1m0-09
SN 2013ai  	2013-05-07	2456420.457	 	17.659	 0.022	r  	1m0-09
SN 2013ai  	2013-05-07	2456420.459	 	17.535	 0.024	r  	1m0-09
SN 2013ai  	2013-05-08	2456421.456	 	17.736	 0.035	r  	1m0-09
SN 2013ai  	2013-05-08	2456421.458	 	17.650	 0.038	r  	1m0-09
SN 2013ai  	2013-05-09	2456422.483	 	17.613	 0.016	r  	1m0-05
SN 2013ai  	2013-05-09	2456422.485	 	17.765	 0.045	r  	1m0-05
SN 2013ai  	2013-05-10	2456423.457	 	17.600	 0.036	r  	1m0-09
SN 2013ai  	2013-05-10	2456423.459	 	17.708	 0.057	r  	1m0-09
SN 2013ai  	2013-05-14	2456427.455	 	17.632	 0.066	r  	1m0-09
SN 2013ai  	2013-05-14	2456427.457	 	17.664	 0.041	r  	1m0-09
SN 2014dw  	2014-11-10	2456972.225	 	16.480	 0.025	B  	1m0-11
SN 2014dw  	2014-11-10	2456972.227	 	16.497	 0.026	B  	1m0-11
SN 2014dw  	2014-11-12	2456974.219	 	16.658	 0.020	B  	1m0-11
SN 2014dw  	2014-11-12	2456974.222	 	16.600	 0.020	B  	1m0-11
SN 2014dw  	2014-11-14	2456975.569	 	16.711	 0.022	B  	1m0-12
SN 2014dw  	2014-11-14	2456975.569	 	16.759	 0.016	B  	1m0-13
SN 2014dw  	2014-11-14	2456975.572	 	16.721	 0.024	B  	1m0-12
SN 2014dw  	2014-11-14	2456975.572	 	16.770	 0.018	B  	1m0-13
SN 2014dw  	2014-11-16	2456978.219	 	16.922	 0.022	B  	1m0-03
SN 2014dw  	2014-11-16	2456978.221	 	16.797	 0.021	B  	1m0-03
SN 2014dw  	2014-11-18	2456979.559	 	16.932	 0.020	B  	1m0-10
SN 2014dw  	2014-11-18	2456979.562	 	16.973	 0.021	B  	1m0-10
SN 2014dw  	2014-11-20	2456981.553	 	17.118	 0.019	B  	1m0-12
SN 2014dw  	2014-11-20	2456981.555	 	17.162	 0.026	B  	1m0-12
SN 2014dw  	2014-11-22	2456983.549	 	17.181	 0.025	B  	1m0-10
SN 2014dw  	2014-11-22	2456983.552	 	17.184	 0.023	B  	1m0-10
SN 2014dw  	2014-11-24	2456985.818	 	17.423	 0.016	B  	1m0-05
SN 2014dw  	2014-11-24	2456985.821	 	17.412	 0.017	B  	1m0-05
SN 2014dw  	2014-11-24	2456985.843	 	17.429	 0.018	B  	1m0-05
SN 2014dw  	2014-11-24	2456985.846	 	17.408	 0.016	B  	1m0-05
SN 2014dw  	2014-11-25	2456986.827	 	17.549	 0.018	B  	1m0-05
SN 2014dw  	2014-11-25	2456986.829	 	17.533	 0.018	B  	1m0-05
SN 2014dw  	2014-11-27	2456988.555	 	17.529	 0.030	B  	1m0-12
SN 2014dw  	2014-11-28	2456990.175	 	17.619	 0.045	B  	1m0-03
SN 2014dw  	2014-11-28	2456990.178	 	17.609	 0.039	B  	1m0-03
SN 2014dw  	2014-12-04	2456996.180	 	17.932	 0.098	B  	1m0-11
SN 2014dw  	2014-12-04	2456996.183	 	17.959	 0.103	B  	1m0-11
SN 2014dw  	2014-12-09	2457000.778	 	18.247	 0.026	B  	1m0-05
SN 2014dw  	2014-12-09	2457000.781	 	18.250	 0.022	B  	1m0-05
SN 2014dw  	2014-12-14	2457005.504	 	18.343	 0.033	B  	1m0-12
SN 2014dw  	2014-12-14	2457005.506	 	18.400	 0.028	B  	1m0-12
SN 2014dw  	2014-12-15	2457007.129	 	18.469	 0.068	B  	1m0-11
SN 2014dw  	2014-12-15	2457007.132	 	18.376	 0.049	B  	1m0-11
SN 2014dw  	2014-12-20	2457012.115	 	18.610	 0.061	B  	1m0-11
SN 2014dw  	2014-12-20	2457012.118	 	18.579	 0.077	B  	1m0-11
SN 2014dw  	2014-12-25	2457017.464	 	18.907	 0.044	B  	1m0-10
SN 2014dw  	2014-12-30	2457021.830	 	19.059	 0.039	B  	1m0-05
SN 2014dw  	2014-12-30	2457021.833	 	19.043	 0.040	B  	1m0-05
SN 2014dw  	2015-01-04	2457026.537	 	19.377	 0.077	B  	1m0-10
SN 2014dw  	2015-01-04	2457026.540	 	19.270	 0.112	B  	1m0-10
SN 2014dw  	2015-01-18	2457041.392	 	19.808	 0.146	B  	1m0-12
SN 2014dw  	2015-01-18	2457041.394	 	19.809	 0.185	B  	1m0-12
SN 2014dw  	2015-01-22	2457045.413	 	20.272	 0.124	B  	1m0-12
SN 2014dw  	2015-01-22	2457045.417	 	20.068	 0.145	B  	1m0-12
SN 2014dw  	2015-01-29	2457051.527	 	20.812	 0.393	B  	1m0-13
SN 2014dw  	2015-01-29	2457051.530	 	20.924	 0.184	B  	1m0-13
SN 2014dw  	2015-01-29	2457051.570	 	21.235	 0.246	B  	1m0-10
SN 2014dw  	2015-01-29	2457051.574	 	20.835	 0.167	B  	1m0-10
SN 2014dw  	2015-01-29	2457051.654	 	20.926	 0.175	B  	1m0-05
SN 2014dw  	2015-01-29	2457051.658	 	20.979	 0.227	B  	1m0-05
SN 2014dw  	2015-01-29	2457051.729	 	20.867	 0.193	B  	1m0-05
SN 2014dw  	2015-01-29	2457051.733	 	20.899	 0.221	B  	1m0-05
SN 2014dw  	2015-02-02	2457056.443	 	21.415	 0.144	B  	1m0-12
SN 2014dw  	2015-02-02	2457056.447	 	21.429	 0.167	B  	1m0-12
SN 2014dw  	2015-02-07	2457061.452	 	21.716	 0.234	B  	1m0-12
SN 2014dw  	2015-02-12	2457065.983	 	21.519	 0.221	B  	2m0
SN 2014dw  	2015-02-12	2457065.987	 	21.707	 0.277	B  	2m0
SN 2014dw  	2015-02-16	2457069.927	 	21.905	 0.313	B  	2m0
SN 2014dw  	2014-11-10	2456972.230	 	15.950	 0.020	V  	1m0-11
SN 2014dw  	2014-11-10	2456972.232	 	16.000	 0.019	V  	1m0-11
SN 2014dw  	2014-11-12	2456974.225	 	16.019	 0.022	V  	1m0-11
SN 2014dw  	2014-11-12	2456974.226	 	16.036	 0.021	V  	1m0-11
SN 2014dw  	2014-11-14	2456975.574	 	16.094	 0.021	V  	1m0-12
SN 2014dw  	2014-11-14	2456975.575	 	16.152	 0.021	V  	1m0-13
SN 2014dw  	2014-11-14	2456975.576	 	16.073	 0.021	V  	1m0-12
SN 2014dw  	2014-11-14	2456975.576	 	16.090	 0.020	V  	1m0-13
SN 2014dw  	2014-11-16	2456978.224	 	16.045	 0.021	V  	1m0-03
SN 2014dw  	2014-11-16	2456978.226	 	16.036	 0.021	V  	1m0-03
SN 2014dw  	2014-11-18	2456979.566	 	16.153	 0.019	V  	1m0-10
SN 2014dw  	2014-11-20	2456981.558	 	16.221	 0.026	V  	1m0-12
SN 2014dw  	2014-11-20	2456981.559	 	16.226	 0.024	V  	1m0-12
SN 2014dw  	2014-11-22	2456983.554	 	16.155	 0.019	V  	1m0-10
SN 2014dw  	2014-11-22	2456983.556	 	16.195	 0.022	V  	1m0-10
SN 2014dw  	2014-11-24	2456985.823	 	16.371	 0.022	V  	1m0-05
SN 2014dw  	2014-11-24	2456985.848	 	16.348	 0.019	V  	1m0-05
SN 2014dw  	2014-11-24	2456985.850	 	16.388	 0.021	V  	1m0-05
SN 2014dw  	2014-11-25	2456986.832	 	16.398	 0.028	V  	1m0-05
SN 2014dw  	2014-11-25	2456986.834	 	16.441	 0.021	V  	1m0-05
SN 2014dw  	2014-11-27	2456988.558	 	16.347	 0.039	V  	1m0-12
SN 2014dw  	2014-11-27	2456988.560	 	16.453	 0.024	V  	1m0-12
SN 2014dw  	2014-11-28	2456990.181	 	16.578	 0.028	V  	1m0-03
SN 2014dw  	2014-11-28	2456990.182	 	16.592	 0.024	V  	1m0-03
SN 2014dw  	2014-12-04	2456996.185	 	16.646	 0.041	V  	1m0-11
SN 2014dw  	2014-12-04	2456996.187	 	16.646	 0.035	V  	1m0-11
SN 2014dw  	2014-12-09	2457000.783	 	16.835	 0.026	V  	1m0-05
SN 2014dw  	2014-12-09	2457000.785	 	16.818	 0.024	V  	1m0-05
SN 2014dw  	2014-12-14	2457005.509	 	16.918	 0.028	V  	1m0-12
SN 2014dw  	2014-12-14	2457005.510	 	16.903	 0.028	V  	1m0-12
SN 2014dw  	2014-12-15	2457007.134	 	16.924	 0.024	V  	1m0-11
SN 2014dw  	2014-12-15	2457007.136	 	16.996	 0.030	V  	1m0-11
SN 2014dw  	2014-12-20	2457012.121	 	17.127	 0.031	V  	1m0-11
SN 2014dw  	2014-12-20	2457012.122	 	17.064	 0.027	V  	1m0-11
SN 2014dw  	2014-12-25	2457017.469	 	17.190	 0.025	V  	1m0-10
SN 2014dw  	2014-12-25	2457017.470	 	17.206	 0.024	V  	1m0-10
SN 2014dw  	2014-12-30	2457021.835	 	17.349	 0.034	V  	1m0-05
SN 2014dw  	2014-12-30	2457021.837	 	17.426	 0.022	V  	1m0-05
SN 2014dw  	2015-01-04	2457026.543	 	17.434	 0.041	V  	1m0-10
SN 2014dw  	2015-01-04	2457026.544	 	17.518	 0.044	V  	1m0-10
SN 2014dw  	2015-01-13	2457036.459	 	17.845	 0.091	V  	1m0-12
SN 2014dw  	2015-01-13	2457036.460	 	17.840	 0.131	V  	1m0-12
SN 2014dw  	2015-01-18	2457041.397	 	18.175	 0.054	V  	1m0-12
SN 2014dw  	2015-01-18	2457041.398	 	18.142	 0.048	V  	1m0-12
SN 2014dw  	2015-01-22	2457045.421	 	18.322	 0.035	V  	1m0-12
SN 2014dw  	2015-01-22	2457045.424	 	18.303	 0.039	V  	1m0-12
SN 2014dw  	2015-01-29	2457051.537	 	19.523	 0.124	V  	1m0-13
SN 2014dw  	2015-01-29	2457051.581	 	19.229	 0.096	V  	1m0-10
SN 2014dw  	2015-01-29	2457051.662	 	19.342	 0.054	V  	1m0-05
SN 2014dw  	2015-01-29	2457051.664	 	19.346	 0.072	V  	1m0-05
SN 2014dw  	2015-01-29	2457051.737	 	19.348	 0.120	V  	1m0-05
SN 2014dw  	2015-01-29	2457051.740	 	19.260	 0.036	V  	1m0-05
SN 2014dw  	2015-02-02	2457056.451	 	20.097	 0.119	V  	1m0-12
SN 2014dw  	2015-02-02	2457056.453	 	19.809	 0.071	V  	1m0-12
SN 2014dw  	2015-02-04	2457057.521	 	20.395	 0.351	V  	1m0-13
SN 2014dw  	2015-02-04	2457057.525	 	20.072	 0.173	V  	1m0-13
SN 2014dw  	2015-02-07	2457061.456	 	19.972	 0.079	V  	1m0-12
SN 2014dw  	2015-02-07	2457061.458	 	20.071	 0.093	V  	1m0-12
SN 2014dw  	2015-02-08	2457062.470	 	20.047	 0.154	V  	1m0-10
SN 2014dw  	2015-02-08	2457062.473	 	19.962	 0.195	V  	1m0-10
SN 2014dw  	2015-02-09	2457062.516	 	19.987	 0.094	V  	1m0-12
SN 2014dw  	2015-02-09	2457062.520	 	20.119	 0.112	V  	1m0-12
SN 2014dw  	2015-02-12	2457065.991	 	20.520	 0.152	V  	2m0
SN 2014dw  	2015-02-12	2457065.993	 	20.426	 0.115	V  	2m0
SN 2014dw  	2015-02-12	2457066.333	 	20.252	 0.142	V  	1m0-12
SN 2014dw  	2015-02-12	2457066.337	 	19.956	 0.183	V  	1m0-12
SN 2014dw  	2015-02-16	2457069.930	 	20.459	 0.119	V  	2m0
SN 2014dw  	2015-02-27	2457080.898	 	20.614	 0.245	V  	2m0
